,1,2,3,4,5,6,7,8,9,10
200501,-0.07037681566700604,-0.06625471186264675,-0.05744604411236065,-0.06463022365759752,-0.07011250469025931,-0.06052153329395038,-0.06758881969912212,-0.05611892659633155,-0.0722595087790171,-0.07421521569207412
200502,0.12684228761031768,0.11955424437700857,0.1056877979140165,0.11435130518103431,0.10964346496473354,0.10401580485205852,0.11305013310813505,0.11103121842661068,0.11089544915858918,0.12132509728821872
200503,-0.11061736959195223,-0.12168586957749916,-0.12522196021910847,-0.1224596428418917,-0.12353765122967919,-0.10677646436641364,-0.1389523088725112,-0.1009680935250511,-0.1313277977441185,-0.1081696441884128
200504,-0.06131146470554205,-0.07674493074269906,-0.06978175897794914,-0.05167713364606963,-0.05434319046660108,-0.041451932432202576,-0.05824471930731223,-0.04341020146861907,-0.07172342952660016,-0.06106985220804306
200505,-0.03329234004490267,-0.025284326858559636,-0.05828137949843859,-0.03577287622947567,-0.04307576817394343,-0.04384167621926083,-0.034606791685589555,-0.048147503245250856,-0.04639800573720232,-0.04627320925499101
200506,-0.0042123283145169,0.005270684124459191,0.0015470713788121593,0.010185608799111012,0.019328586352542088,-0.004381291280587174,-0.010843490041262949,-0.00599453857621024,-0.0023499492912312236,0.012115063923960223
200507,-0.06655947961019404,-0.05406387403433455,-0.06159972838972616,-0.05923293716822564,-0.03822509522148365,-0.04267253039667762,-0.05970341988894001,-0.05039760962401707,-0.03540832152426954,-0.03327239029072193
200508,0.17547811104783562,0.18823856507518388,0.17152370465956412,0.16733292365394603,0.17226184113627396,0.14428372714846294,0.13445497498641612,0.14375268320900636,0.15344571128136697,0.16820939769581522
200509,0.029119677149243905,0.018744195631274385,0.012932868262538033,0.034951340096178285,0.020550062053532603,0.010312995571318817,0.02110300344495175,0.017211092351143487,0.01888087262705551,0.025715155356886177
200510,-0.054380943588837494,-0.05517964270596054,-0.05626005822291058,-0.05968573688358414,-0.0568276955910203,-0.0589483802815548,-0.07309127566548512,-0.06328367654133948,-0.06822006371644496,-0.056886531316668654
200511,0.02432978389563467,0.023142257120235987,0.038742976934842854,0.008897132459144252,0.013383920998896848,0.017531461079565824,0.019104957006665257,0.008141259232246068,0.006072344067501678,0.017182770105472978
200512,0.021080280963796882,0.04259929290288711,0.03513325435402237,0.031811242434148346,0.02657954025688558,0.02955229073079013,0.031183248838569932,0.021218085218724037,0.025147757823739347,0.027074380200079462
200601,0.09258133112801081,0.10532024418653241,0.11572504099940839,0.10251490708376365,0.09930334455581202,0.08555870309887403,0.07981692688892883,0.0795801258063551,0.0861837234239502,0.11203352161058988
200602,0.023749576092164437,0.04474098022120976,0.032279885688997645,0.016834619649048532,0.01908881054851297,0.03054743517180314,-0.004812859576978301,0.002321665062635203,0.026259520188447683,0.022518952939412085
200603,0.016345132304383503,-0.009774850891917652,0.02860704633786071,0.033644748383243384,0.0076814627879036035,0.016569970600447848,0.0026324312418530837,0.014791375550533559,0.005590963726729514,0.023246005436822204
200604,0.1046399456231264,0.15096534738112033,0.0995719865078526,0.05382626515126976,0.0771988287736507,0.06767914493644112,0.09056484732537728,0.11345790256874944,0.05252868449863035,0.049278416708893324
200605,0.2741041580788588,0.26734224649591054,0.27223212301628896,0.286475504930805,0.22638629136065447,0.22421919894950681,0.28501785868654417,0.24200952858636748,0.2761851047348356,0.21628650767744984
200606,0.10932542165173587,0.1033412049678506,0.10366470969122554,0.08278180258455392,0.06417897629451064,0.07556394764266217,0.052177953190717385,0.07060695668308803,0.07450495935953971,0.04499144353607609
200607,-0.036211697023309286,-0.05184345457854167,-0.040361854760844196,-0.030280623236857984,-0.055123261289510395,-0.04640271182537359,-0.08401139999040741,-0.06242861764473173,-0.05443131564314141,-0.03222686144836162
200608,0.013810256506107343,0.02576516182475208,0.042055115969089396,0.040166603879560725,0.04736728161056858,0.057630106414160664,0.05565441757424816,0.04894014841230998,0.039712680835361835,0.02535351240426653
200609,0.033485003843867434,0.07252760995852059,0.06604775740545454,0.05166006397263789,0.07201855217767017,0.05378221420496576,0.04497202335618655,0.033685637057282,0.04245470947416674,0.03998967135359188
200610,-0.0004110493284504857,-0.006520759087130457,-0.01679763363275122,0.006797885349631327,-0.002111332771139507,-0.00260598675356416,-0.011303972165629506,-0.004171440156541362,-0.010952710092111184,-0.021298000597198663
200611,0.048743077023722936,0.039935620418533935,0.062447451713173674,0.04610218876423322,0.06356143451962848,0.041158211745456974,0.06561581646271342,0.05328297828676831,0.052312097000579705,0.0380888552923897
200612,0.0744218145278992,0.05517202614319516,0.05516106996545789,0.06520694909081226,0.0743703166464702,0.078170552897451,0.059921002580164195,0.06144120066582981,0.07340248568862329,0.03838253131286362
200701,0.24096450734135422,0.19290944983576552,0.20064849400227747,0.22891295959145586,0.23572808928493472,0.22242705645724614,0.19201195302992824,0.22847925913895484,0.19600040496030768,0.21963126567172941
200702,0.21340096885426796,0.2182534697566929,0.20290033942615815,0.2132639453091505,0.20767249569192558,0.21154024850255482,0.21384078584904298,0.20709879107181606,0.17879454523124294,0.1789995337377981
200703,0.22033622643273465,0.20013141592016148,0.17229272585478217,0.17894051642982767,0.15289327449843593,0.18312159256807647,0.1720678781795435,0.17320130545625467,0.15475180950090395,0.184988343553822
200704,0.3795701815740917,0.40119374351802795,0.3574151159125103,0.39987594708189844,0.3623972892227785,0.3908969184914066,0.3477644069804857,0.34072549823689235,0.3376199979632386,0.3161870517496952
200705,0.09947592437894537,0.08894611887228643,0.04191683851959538,0.06389025179428987,0.0472637366614459,0.03887478612790285,0.059720239507696116,0.013967050994053043,-0.009996075679433836,0.00285715741292325
200706,-0.124047015674836,-0.12657065274325696,-0.16237538504460947,-0.15400138019932752,-0.14267169235027566,-0.19707434510390087,-0.1598263632430883,-0.17787431053092573,-0.23103005428896495,-0.20012378912066564
200707,0.2693678958036767,0.2683255057220948,0.27195092261419185,0.23623107579964886,0.2466798097923273,0.2763503620837189,0.24245297334887428,0.2601645061596478,0.2586689117844665,0.2304099296473361
200708,0.09146325197923688,0.09691212826849815,0.11946798874218012,0.1313684410261975,0.17623068286775645,0.1352865513314354,0.14261858770546154,0.1259392809281077,0.13018331504692893,0.07110416631441141
200709,0.07221563694969713,0.05234936945748081,0.0588873131980403,0.04051576333846785,0.053435293232455994,0.02477066209933132,0.021278966795879928,0.061051918505474756,0.042192517232049864,0.027199495215753933
200710,-0.12223065390902887,-0.12244521251505591,-0.13541237921915705,-0.13828914265325176,-0.11198754421819646,-0.1146587706831459,-0.09037098879215055,-0.11433593853381374,-0.12927145809893803,-0.13037412429702688
200711,-0.0788941184104276,-0.07957440102378699,-0.08549827127540621,-0.07209137732409798,-0.06748377470318823,-0.06969061035365198,-0.06444278155520511,-0.07539816393992926,-0.0886138348750265,-0.097710694380713
200712,0.19383503924063428,0.20455537282996783,0.21752581327389575,0.21376099856686603,0.22734656591052582,0.21817501564467423,0.21734804470363644,0.2236862444809682,0.24179924275166065,0.22292002190250315
200801,-0.08535148355172839,-0.07783429723910773,-0.07832862961560216,-0.10051452384128456,-0.07253967665913441,-0.05893021494795048,-0.07121068067783787,-0.08263335503594826,-0.08822477099018011,-0.0991920737272165
200802,0.10748254109796385,0.09134998717765752,0.08561465564416149,0.09817210888660921,0.08169351835883609,0.08924959149839906,0.07670352893583487,0.11331143596426507,0.07470995282222836,0.0871445415285057
200803,-0.1981217355147611,-0.17000173660671603,-0.18695652798966422,-0.19442813038619922,-0.1976449547387089,-0.1956759581861477,-0.20745934471755212,-0.18387089590778383,-0.20705851787928353,-0.20294785620424205
200804,-0.018692964693192593,-0.005189234540249332,-0.026324041749097526,-0.03411640987797093,0.017771576739335382,0.0062890455092765585,-0.006451566412624565,-0.02293496839719955,-0.06725945494312191,-0.050058717935970165
200805,-0.06757120047201148,-0.03691977134681157,-0.05101442680126411,-0.03253682878998476,-0.023231420229639754,-0.03900707209451082,-0.05493265156401794,-0.05664369461848284,-0.029161088135216784,-0.023512123162844123
200806,-0.2348141538800188,-0.21981652782248284,-0.23119227027789724,-0.2376673687120182,-0.25257394500224295,-0.2538889880314291,-0.24705612636640883,-0.2609761404128049,-0.24422929947006167,-0.2631950343051316
200807,0.08998992621193458,0.11523184807315356,0.06583575862405833,0.08831402391621279,0.07335158567594147,0.10905546154106416,0.0767914795621727,0.0721911558119328,0.0669316050130131,0.07371512508347755
200808,-0.23474085094713204,-0.223213929353827,-0.223319782470778,-0.21962229123077825,-0.19915129590462977,-0.2237702275350073,-0.22421590935458358,-0.24419899956203295,-0.24005702206829949,-0.23481706730393304
200809,-0.07616322378702012,-0.07789811095739274,-0.08250632609936348,-0.06165332982335503,-0.08382108429019952,-0.08658961567368584,-0.09217623008714648,-0.08426366615146741,-0.09779222552665112,-0.09370305459798867
200810,-0.20105341925803777,-0.24595696303275072,-0.25076742774540606,-0.24419373868342498,-0.23767769381957815,-0.2546278581474847,-0.2577090677671213,-0.27245602406529235,-0.25917965033610246,-0.26813934080434054
200811,0.2130401096229133,0.20979901749266183,0.1898147452315908,0.19894340907585506,0.19931353723618228,0.2053145431988448,0.1855886733954515,0.20772232017134495,0.2015018634817105,0.22675595612297195
200812,0.10365285274012681,0.09207382196052372,0.1012102252269218,0.11101622662859167,0.08960410093107973,0.11801188114287053,0.0824086541939284,0.0933130609166053,0.0898851334810058,0.06980297666314672
200901,0.1573106462726186,0.17516311838212095,0.14775245067961995,0.15994488827183728,0.1824022052847838,0.16488358664608915,0.13924198441730584,0.13333989044075545,0.13590164293524643,0.13759460479035068
200902,0.07134382805846862,0.0642660293026005,0.07937611412525292,0.059953557019316595,0.05839668838564949,0.07090160323375683,0.043530863640676376,0.07580030402416993,0.05062059164720645,0.04057579309489823
200903,0.2661391257382544,0.2768024547993204,0.2473449318578036,0.2601161473738498,0.277257045168144,0.2330139896799721,0.233452427358271,0.25658640883829564,0.24247952822777163,0.24699418842786036
200904,0.06348307476935622,0.07861368740896091,0.08898729827178342,0.08362610962685357,0.07695340936718131,0.10349317020192683,0.07264979083786294,0.07733914347659221,0.06610484153797347,0.03793788595654046
200905,0.07140241598674768,0.07644297110573461,0.07644495778346427,0.06587592756939586,0.06414023858682794,0.08845291226745755,0.09933432350533611,0.07488120789617869,0.07303404802468294,0.05878062361113301
200906,0.033631226712942386,0.05167406252979401,0.051377312469039316,0.06366902794165652,0.06445509418735584,0.04711062583924086,0.04761239403743889,0.04642621781006695,0.03362505247297887,0.011265743576938103
